wavelength,throughput,filter,lambda_c
1.7835,0.48121355838484153,F182M,1.842
1.7845,0.4834251602343357,F182M,1.842
1.7855,0.4791801191882036,F182M,1.842
1.7865,0.4721360626686559,F182M,1.842
1.7875,0.4740214170381295,F182M,1.842
1.7885,0.4805392305758794,F182M,1.842
1.7895,0.4710820101996496,F182M,1.842
1.7905,0.4713950933115807,F182M,1.842
1.7915,0.4699333403664997,F182M,1.842
1.7925,0.4719705259333755,F182M,1.842
1.7935,0.4720831497929779,F182M,1.842
1.7945,0.46271770312521593,F182M,1.842
1.7955,0.4732817259019426,F182M,1.842
1.7965,0.4701874660264248,F182M,1.842
1.7975,0.46564711770135914,F182M,1.842
1.7985,0.4643901920806632,F182M,1.842
1.7995,0.4709786950549921,F182M,1.842
1.8005,0.47095921734012514,F182M,1.842
1.8015,0.4704193541658219,F182M,1.842
1.8025,0.47682333888022904,F182M,1.842
1.8035,0.4733873880941457,F182M,1.842
1.8045,0.4653289291871538,F182M,1.842
1.8055,0.47103622246961807,F182M,1.842
1.8065,0.4789493250310899,F182M,1.842
1.8075,0.4886941945963528,F182M,1.842
1.8085,0.4808690707323695,F182M,1.842
1.8095,0.48392289020106705,F182M,1.842
1.8105,0.4872715528267515,F182M,1.842
1.8115,0.4884915922947489,F182M,1.842
1.8125,0.4830883805129141,F182M,1.842
1.8135,0.4927447364748264,F182M,1.842
1.8145,0.4837563805624725,F182M,1.842
1.8155,0.492288575096549,F182M,1.842
1.8165,0.4943567127372993,F182M,1.842
1.8175,0.4959334838006432,F182M,1.842
1.8185,0.49153309297235526,F182M,1.842
1.8195,0.504891048154502,F182M,1.842
1.8205,0.4963008105634053,F182M,1.842
1.8215,0.4960836029912432,F182M,1.842
1.8225,0.49766436532030767,F182M,1.842
1.8235,0.5003804398356467,F182M,1.842
1.8245,0.49768193791484594,F182M,1.842
1.8255,0.4972481637844369,F182M,1.842
1.8265,0.5038352949877116,F182M,1.842
1.8275,0.49720204178971783,F182M,1.842
1.8285,0.49726425826823506,F182M,1.842
1.8295,0.495448486277237,F182M,1.842
1.8305,0.4941791209743248,F182M,1.842
1.8315,0.5104731998550983,F182M,1.842
1.8325,0.49568646135202066,F182M,1.842
1.8335,0.49271396141158186,F182M,1.842
1.8345,0.5022349764031091,F182M,1.842
1.8355,0.49263568178954686,F182M,1.842
1.8365,0.49734965715689927,F182M,1.842
1.8375,0.4963833928489868,F182M,1.842
1.8385,0.490009409247883,F182M,1.842
1.8395,0.49254813366270866,F182M,1.842
1.8405,0.49447456347849666,F182M,1.842
1.8415,0.4884826663184676,F182M,1.842
1.8425,0.4894357799642872,F182M,1.842
1.8435,0.49499447707647776,F182M,1.842
1.8445,0.4849077205723181,F182M,1.842
1.8455,0.48975880775540775,F182M,1.842
1.8465,0.4782466831190631,F182M,1.842
1.8475,0.4893131759688367,F182M,1.842
1.8485,0.4813835300554176,F182M,1.842
1.8495,0.4828406094966786,F182M,1.842
1.8505,0.4816111067973982,F182M,1.842
1.8515,0.4793312080764262,F182M,1.842
1.8525,0.47691085071579536,F182M,1.842
1.8535,0.47809736501396777,F182M,1.842
1.8545,0.4726188328373401,F182M,1.842
1.8555,0.4739129316571894,F182M,1.842
1.8565,0.47825848062809184,F182M,1.842
1.8575,0.4762015575783279,F182M,1.842
1.8585,0.4781885196396045,F182M,1.842
1.8595,0.4798004494871681,F182M,1.842
1.8605,0.4768049868882944,F182M,1.842
1.8615,0.47706463321064985,F182M,1.842
1.8625,0.47748618585450414,F182M,1.842
1.8635,0.476834957225947,F182M,1.842
1.8645,0.4822788951243874,F182M,1.842
1.8655,0.482018592359413,F182M,1.842
1.8665,0.48657069324442515,F182M,1.842
1.8675,0.4876994982098044,F182M,1.842
1.8685,0.4899073315330832,F182M,1.842
1.8695,0.4930472656398619,F182M,1.842
1.8705,0.49531520577191496,F182M,1.842
1.8715,0.4904011728658284,F182M,1.842
1.8725,0.496979421611402,F182M,1.842
1.8735,0.49939546095065046,F182M,1.842
1.8745,0.5053764537576277,F182M,1.842
1.8755,0.5073778464644871,F182M,1.842
1.8765,0.4967229235232286,F182M,1.842
1.8775,0.5101793683647099,F182M,1.842
1.8785,0.5027487812857784,F182M,1.842
1.8795,0.5070248453178774,F182M,1.842
1.8805,0.5039818620042773,F182M,1.842
1.8815,0.506983026846398,F182M,1.842
1.8825,0.5063382099468036,F182M,1.842
1.8835,0.5056905398940647,F182M,1.842
1.8845,0.5086315555608005,F182M,1.842
1.8855,0.5044474687388607,F182M,1.842
1.8865,0.5042943088037879,F182M,1.842
1.8875,0.5106654342101924,F182M,1.842
1.8885,0.5031716837109238,F182M,1.842
1.8895,0.5059472686857187,F182M,1.842
1.8905,0.5019565434734492,F182M,1.842
1.8915,0.5009112919993469,F182M,1.842
1.8925,0.5083546964725785,F182M,1.842
1.8935,0.49822683863204154,F182M,1.842
1.8945,0.4986686917079934,F182M,1.842
1.8955,0.4999498674419423,F182M,1.842
1.8965,0.49706030892171,F182M,1.842
1.8975,0.5015526770307096,F182M,1.842
1.8985,0.49583116829078183,F182M,1.842
1.8995,0.490794451830052,F182M,1.842
1.9005,0.494189828409822,F182M,1.842
1.9015,0.49487349625494,F182M,1.842
1.9025,0.4908858409440025,F182M,1.842
1.9035,0.4831094415334948,F182M,1.842
1.9045,0.4926979990207757,F182M,1.842
1.9055,0.4840731153116737,F182M,1.842
1.9065,0.48705941586819446,F182M,1.842
1.9075,0.4804021724974915,F182M,1.842
1.9085,0.4898901798657663,F182M,1.842
1.9095,0.4879869791514849,F182M,1.842
1.9105,0.4818218841600775,F182M,1.842
1.9115,0.4879223863162354,F182M,1.842
1.9125,0.4805918581233685,F182M,1.842
1.9135,0.4819203894300082,F182M,1.842
1.9145,0.4803000301648128,F182M,1.842
1.9155,0.485005159076184,F182M,1.842
1.9165,0.48831175640910707,F182M,1.842
1.9175,0.4848742899215665,F182M,1.842
1.9185,0.482978513211664,F182M,1.842
1.9195,0.4883371213735508,F182M,1.842
1.9205,0.4818636080661952,F182M,1.842
1.9215,0.49403244477443153,F182M,1.842
1.9225,0.4885060027980267,F182M,1.842
1.9235,0.4896342787597481,F182M,1.842
1.9245,0.4899068494261252,F182M,1.842
1.9255,0.49561655935595694,F182M,1.842
1.9265,0.49273202386162623,F182M,1.842
1.9275,0.4967875158491263,F182M,1.842
1.9285,0.4980128779777928,F182M,1.842
1.9295,0.5034206943968067,F182M,1.842
1.9305,0.4966197565572953,F182M,1.842
1.9315,0.5050993746764223,F182M,1.842
1.9325,0.49065023938036473,F182M,1.842
1.9335,0.5061615897302011,F182M,1.842
1.9345,0.5072107903825531,F182M,1.842
1.9355,0.49620928672195463,F182M,1.842
1.9365,0.5035883854046537,F182M,1.842
1.9375,0.4964210325933953,F182M,1.842
1.9385,0.5065326948687476,F182M,1.842
1.9395,0.5034179564204846,F182M,1.842
1.9405,0.49926499577351935,F182M,1.842
1.9415,0.5029761253419874,F182M,1.842
1.9425,0.4959265809887992,F182M,1.842
1.9435,0.5083999564515326,F182M,1.842
1.9445,0.5039922336280896,F182M,1.842
1.9455,0.5100558032128545,F182M,1.842
1.9465,0.5054858139737811,F182M,1.842
1.9475,0.5019637823814321,F182M,1.842
1.9485,0.5073568576841935,F182M,1.842
1.9495,0.5045864758063923,F182M,1.842
1.9505,0.5000365769017521,F182M,1.842
1.9515,0.5100144767608801,F182M,1.842
1.9525,0.5030580557048288,F182M,1.842
1.9535,0.4929540847366915,F182M,1.842
1.9545,0.49923101826672334,F182M,1.842
1.9555,0.4874454338507638,F182M,1.842
1.9565,0.4807766622786045,F182M,1.842
1.9575,0.46724349416419303,F182M,1.842
1.9585,0.4486700112509805,F182M,1.842
1.9595,0.4385971377400941,F182M,1.842
1.9605,0.4151359472149565,F182M,1.842
1.9615,0.3995195883681693,F182M,1.842
1.9625,0.38265964187047785,F182M,1.842
1.9635,0.3562215494525821,F182M,1.842
1.9645,0.3303487595903728,F182M,1.842
1.9655,0.30541538754768405,F182M,1.842
1.9665,0.284358769435608,F182M,1.842
1.9675,0.25593697454014724,F182M,1.842
1.9685,0.23668258059286132,F182M,1.842
1.9695,0.2121842111554967,F182M,1.842
1.9705,0.19173148649045316,F182M,1.842
1.9715,0.17297214793283372,F182M,1.842
1.9725,0.15550468181752125,F182M,1.842
1.9735,0.14165676246034686,F182M,1.842
1.9745,0.12584263092733153,F182M,1.842
1.9755,0.11337276225225436,F182M,1.842
1.9765,0.1062230354332746,F182M,1.842
1.9775,0.09325527874720269,F182M,1.842
1.9785,0.08649264154057529,F182M,1.842
1.9795,0.07797792166576542,F182M,1.842
1.9805,0.07055991755245117,F182M,1.842
1.9815,0.06343165353768572,F182M,1.842
1.9825,0.05716687263567405,F182M,1.842
1.9835,0.04993601782025365,F182M,1.842
1.9845,0.04544379792111643,F182M,1.842
1.9855,0.03988192860395344,F182M,1.842
1.9865,0.03462731016927607,F182M,1.842
1.9875,0.02957712783509218,F182M,1.842
1.9885,0.02695074334583268,F182M,1.842
1.9895,0.02274052891929157,F182M,1.842
1.9905,0.02062791728466743,F182M,1.842
1.9915,0.01769298509469175,F182M,1.842
1.9925,0.01550094704795703,F182M,1.842
1.9935,0.0134714663308871,F182M,1.842
1.9945,0.01170466953321002,F182M,1.842
1.9955,0.01025388739212846,F182M,1.842
1.9965,0.00866870676285933,F182M,1.842
1.9975,0.00796359811793698,F182M,1.842
1.9985,0.00669451855787679,F182M,1.842
1.9995,0.00601247878612586,F182M,1.842
2.0005,0.00528817532103654,F182M,1.842
2.0015,0.00475744832785082,F182M,1.842
2.0025,0.00410449463688212,F182M,1.842
2.0035,0.00365391196102787,F182M,1.842
2.0045,0.00326734970321357,F182M,1.842
2.0055,0.00289546748929254,F182M,1.842
2.0065,0.00254931805388892,F182M,1.842
2.0075,0.00228414721524756,F182M,1.842
2.0085,0.00201120219518568,F182M,1.842
2.0095,0.00184887278965658,F182M,1.842
2.0105,0.00162521788879252,F182M,1.842
2.0115,0.00148345270904186,F182M,1.842
2.0125,0.0013344369521653,F182M,1.842
2.0135,0.00119185340936222,F182M,1.842
2.0145,0.00108173024652763,F182M,1.842
2.0155,9.5608627176081e-4,F182M,1.842
2.0165,9.0643897650144e-4,F182M,1.842
2.0175,8.2502918814232e-4,F182M,1.842
2.0185,7.360433149474e-4,F182M,1.842
2.0195,6.6330112934126e-4,F182M,1.842
2.0205,6.2130019408134e-4,F182M,1.842
2.0215,5.5987354105955e-4,F182M,1.842
2.0225,5.1835445487655e-4,F182M,1.842
2.0235,4.7759764461163e-4,F182M,1.842
2.0245,4.409943457568e-4,F182M,1.842
2.0255,3.9489062634452e-4,F182M,1.842
2.0265,3.7260058138169e-4,F182M,1.842
2.0275,3.412280947838e-4,F182M,1.842
2.0285,3.2083082528709e-4,F182M,1.842
2.0295,2.9902839362617e-4,F182M,1.842
2.0305,2.8072757970011e-4,F182M,1.842
2.0315,2.5413890168423e-4,F182M,1.842
2.0325,2.4755917670633e-4,F182M,1.842
2.0335,2.2523312546328e-4,F182M,1.842
2.0345,2.1131376740217e-4,F182M,1.842
2.0355,1.9331069913816e-4,F182M,1.842
2.0365,1.8704765235612e-4,F182M,1.842
2.0375,1.695794649038e-4,F182M,1.842
2.0385,1.5736482635941e-4,F182M,1.842
2.0395,1.4891841956404e-4,F182M,1.842
2.0405,1.4695695957701e-4,F182M,1.842
2.0415,1.392726633911e-4,F182M,1.842
2.0425,1.2876652769539e-4,F182M,1.842
2.0435,1.2062258662407e-4,F182M,1.842
2.0445,1.1645391825171e-4,F182M,1.842
2.0455,1.0210464885636e-4,F182M,1.842
2.0465,9.490603227077392e-5,F182M,1.842
2.0475,8.93379509934339e-5,F182M,1.842
2.0485,8.874246070698114e-5,F182M,1.842
2.0495,7.521583501026135e-5,F182M,1.842
2.0505,7.611363107922139e-5,F182M,1.842
2.0515,7.317065550126467e-5,F182M,1.842
2.0525,6.318220682567069e-5,F182M,1.842
2.0535,5.802623363243584e-5,F182M,1.842
2.0545,6.237631516451592e-5,F182M,1.842
2.0555,5.049336242815206e-5,F182M,1.842
2.0565,5.4893567731480207e-5,F182M,1.842
2.0575,5.33408982792949e-5,F182M,1.842
2.0585,3.5023247856046546e-5,F182M,1.842
2.0595,3.966485327736669e-5,F182M,1.842
2.0605,4.250280414484195e-5,F182M,1.842
2.0615,3.817978321377979e-5,F182M,1.842
2.0625,4.044526028296205e-5,F182M,1.842
2.0635,3.8207744354525766e-5,F182M,1.842
2.0645,1.7355413027289727e-5,F182M,1.842
2.0655,3.30414835451965e-5,F182M,1.842
2.0665,3.085451569184285e-5,F182M,1.842
2.0675,2.5588908222853227e-5,F182M,1.842
2.0685,1.8723804368197e-5,F182M,1.842
2.0695,2.2962261303973567e-5,F182M,1.842
2.0705,2.355629942127337e-5,F182M,1.842
2.0715,2.23171344736233e-5,F182M,1.842
2.0725,1.1938384019568318e-5,F182M,1.842
2.0735,1.5256994859724337e-5,F182M,1.842
2.0745,1.090500320469791e-5,F182M,1.842
2.0755,1.2973088863510418e-5,F182M,1.842
2.0765,3.815632115488911e-6,F182M,1.842
2.0775,1.7412491244281027e-5,F182M,1.842
2.0785,1.9125609846532845e-5,F182M,1.842
2.0795,1.3097278271595752e-5,F182M,1.842
2.0805,3.5508324234808694e-6,F182M,1.842
2.0815,1.1018360612183852e-5,F182M,1.842
2.0825,1.0444645574339622e-5,F182M,1.842
2.0835,1.1818363527868607e-5,F182M,1.842
2.0845,8.604867941767586e-6,F182M,1.842
2.0855,9.33281869914016e-6,F182M,1.842
2.0865,9.306544664161504e-6,F182M,1.842
2.0875,1.8373997009310471e-6,F182M,1.842
2.0885,4.222516627206237e-6,F182M,1.842
2.0895,1.540540454107998e-5,F182M,1.842
2.0905,5.894330404152104e-6,F182M,1.842
2.0915,6.7113059446106955e-6,F182M,1.842
2.0925,1.9595966141500913e-6,F182M,1.842
2.0935,1.0075530328302244e-5,F182M,1.842
2.0945,3.6616701268144314e-6,F182M,1.842
2.0955,2.9354498845913323e-6,F182M,1.842
2.0965,6.526484987840316e-6,F182M,1.842
2.0975,6.126998845050183e-6,F182M,1.842
2.0985,5.322489576472522e-11,F182M,1.842
2.0995,1.0014886945557746e-5,F182M,1.842
2.1005,2.445958388178148e-6,F182M,1.842
2.1015,0,F182M,1.842
2.1025,0,F182M,1.842
1.6854000244140628,0,F200W,1.989
1.686400024414063,0,F200W,1.989
1.6874000244140626,8.017056971972917e-5,F200W,1.989
1.6884000244140625,8.702230267909133e-5,F200W,1.989
1.6894000244140626,9.488626766298532e-5,F200W,1.989
1.6904000244140625,1.0190142709589e-4,F200W,1.989
1.6914000244140626,1.1112221942893e-4,F200W,1.989
1.6924000244140625,1.2158991994077e-4,F200W,1.989
1.6934000244140626,1.3314721233517e-4,F200W,1.989
1.6944000244140625,1.4613872722803e-4,F200W,1.989
1.6954000244140626,1.6027935415917e-4,F200W,1.989
1.6964000244140625,1.7637792407024e-4,F200W,1.989
1.6974000244140626,1.9567431444111e-4,F200W,1.989
1.6984000244140625,2.157236899425e-4,F200W,1.989
1.6994000244140626,2.4132923231774e-4,F200W,1.989
1.7004000244140625,2.6960802534195e-4,F200W,1.989
1.7014000244140626,3.0064646388383e-4,F200W,1.989
1.7024000244140625,3.3937755584642e-4,F200W,1.989
1.7034000244140626,3.8106977690056e-4,F200W,1.989
1.7044000244140625,4.2912554908527e-4,F200W,1.989
1.7054000244140626,4.8466561907845e-4,F200W,1.989
1.7064000244140625,5.4778932215949e-4,F200W,1.989
1.7074000244140626,6.1931114697143e-4,F200W,1.989
1.7084000244140625,6.9931330948812e-4,F200W,1.989
1.7094000244140626,7.9153393789875e-4,F200W,1.989
1.7104000244140625,8.9681009663882e-4,F200W,1.989
1.7114000244140626,0.00101215281256615,F200W,1.989
1.7124000244140625,0.00114682940731248,F200W,1.989
1.7134000244140626,0.00129874296073435,F200W,1.989
1.7144000244140625,0.00146565550358647,F200W,1.989
1.7154000244140626,0.00165649169866909,F200W,1.989
1.7164000244140625,0.00187985027569564,F200W,1.989
1.7174000244140626,0.00212584170293899,F200W,1.989
1.7184000244140625,0.00241460018184223,F200W,1.989
1.7194000244140626,0.00275202019891224,F200W,1.989
1.7204000244140625,0.00312479952079987,F200W,1.989
1.7214000244140626,0.00355829304744858,F200W,1.989
1.7224000244140625,0.00406394685595807,F200W,1.989
1.7234000244140626,0.00464660411695624,F200W,1.989
1.7244000244140625,0.0053311025978033,F200W,1.989
1.7254000244140626,0.00615061325877274,F200W,1.989
1.7264000244140625,0.00710186693487705,F200W,1.989
1.7274000244140626,0.00822410436481001,F200W,1.989
1.7284000244140625,0.00955859064131804,F200W,1.989
1.7294000244140626,0.0111871739678284,F200W,1.989
1.7304000244140625,0.01307449432842455,F200W,1.989
1.7314000244140626,0.01536401811340742,F200W,1.989
1.7324000244140625,0.01812130949712601,F200W,1.989
1.7334000244140626,0.02112751072664571,F200W,1.989
1.7344000244140625,0.0244515809895418,F200W,1.989
1.7354000244140626,0.02782138241294694,F200W,1.989
1.7364000244140625,0.03139165044245805,F200W,1.989
1.7374000244140626,0.03509282696584542,F200W,1.989
1.7384000244140625,0.03943013265110232,F200W,1.989
1.7394000244140626,0.04389058949847228,F200W,1.989
1.7404000244140625,0.04892121609927496,F200W,1.989
1.7414000244140626,0.05457227978046838,F200W,1.989
1.7424000244140625,0.06054317845201097,F200W,1.989
1.7434000244140626,0.06722559996344617,F200W,1.989
1.7444000244140625,0.07471480303012434,F200W,1.989
1.7454000244140624,0.0835045438433309,F200W,1.989
1.7464000244140625,0.09334648194463573,F200W,1.989
1.7474000244140624,0.10509289512428265,F200W,1.989
1.7484000244140625,0.1188735161991011,F200W,1.989
1.7494000244140624,0.13475155420732104,F200W,1.989
1.7504000244140625,0.15319171845114485,F200W,1.989
1.7514000244140624,0.17360412672586423,F200W,1.989
1.7524000244140625,0.19463748354343324,F200W,1.989
1.7534000244140624,0.21746634481309343,F200W,1.989
1.7544000244140625,0.24037054111681885,F200W,1.989
1.7554000244140624,0.2635029362484902,F200W,1.989
1.7564000244140625,0.2861470297756138,F200W,1.989
1.7574000244140624,0.3079074604010238,F200W,1.989
1.7584000244140623,0.3271434645118823,F200W,1.989
1.7594000244140624,0.3450508743008348,F200W,1.989
1.7604000244140623,0.36101964322368946,F200W,1.989
1.7614000244140624,0.3755721499759765,F200W,1.989
1.7624000244140623,0.3891313623628383,F200W,1.989
1.7634000244140624,0.40230948927861504,F200W,1.989
1.7644000244140623,0.4140401740227885,F200W,1.989
1.7654000244140624,0.4253940543382017,F200W,1.989
1.7664000244140623,0.4360538139163749,F200W,1.989
1.7674000244140624,0.4457609083043592,F200W,1.989
1.7684000244140623,0.4553489744503565,F200W,1.989
1.7694000244140624,0.464205358484387,F200W,1.989
1.7704000244140623,0.4724600441752149,F200W,1.989
1.7714000244140624,0.4791457780629654,F200W,1.989
1.7724000244140623,0.4850321589818361,F200W,1.989
1.7734000244140624,0.48982774432101,F200W,1.989
1.7744000244140623,0.49352748832895976,F200W,1.989
1.7754000244140624,0.49671800893133633,F200W,1.989
1.7764000244140623,0.4980087948587521,F200W,1.989
1.7774000244140624,0.499917140539341,F200W,1.989
1.7784000244140623,0.5000816425467559,F200W,1.989
1.7794000244140624,0.5013810637708918,F200W,1.989
1.7804000244140623,0.5022406205671365,F200W,1.989
1.7814000244140624,0.502491670083388,F200W,1.989
1.7824000244140623,0.5031437613690211,F200W,1.989
1.7834000244140624,0.5031401410875015,F200W,1.989
1.7844000244140623,0.5034828400954657,F200W,1.989
1.7854000244140624,0.5043034678398038,F200W,1.989
1.7864000244140623,0.5046536642507635,F200W,1.989
1.7874000244140624,0.505362873310527,F200W,1.989
1.7884000244140623,0.5067116382291376,F200W,1.989
1.7894000244140624,0.5072035529873568,F200W,1.989
1.7904000244140623,0.5077304290625759,F200W,1.989
1.7914000244140624,0.5081224811066357,F200W,1.989
1.7924000244140623,0.5082907132570325,F200W,1.989
1.7934000244140624,0.5080225363300257,F200W,1.989
1.7944000244140623,0.5081216491252964,F200W,1.989
1.7954000244140624,0.5069362669417934,F200W,1.989
1.7964000244140623,0.506156018091848,F200W,1.989
1.7974000244140624,0.5046862814580613,F200W,1.989
1.7984000244140623,0.5032317308093174,F200W,1.989
1.7994000244140624,0.5022452719259197,F200W,1.989
1.8004000244140623,0.5006173786896684,F200W,1.989
1.8014000244140624,0.49952533423352313,F200W,1.989
1.8024000244140623,0.497780669072013,F200W,1.989
1.8034000244140624,0.4962516986131259,F200W,1.989
1.8044000244140623,0.4943761324812162,F200W,1.989
1.8054000244140624,0.49264441217921207,F200W,1.989
1.8064000244140623,0.4915344151641762,F200W,1.989
1.8074000244140624,0.49101743351542193,F200W,1.989
1.8084000244140623,0.49030519604142303,F200W,1.989
1.8094000244140624,0.4897420209275678,F200W,1.989
1.8104000244140623,0.4895176238455041,F200W,1.989
1.8114000244140624,0.48859551680824787,F200W,1.989
1.8124000244140623,0.48938622421859646,F200W,1.989
1.8134000244140625,0.4895425443035541,F200W,1.989
1.8144000244140623,0.49043288649002054,F200W,1.989
1.8154000244140625,0.4912552960408257,F200W,1.989
1.8164000244140623,0.49168337837158743,F200W,1.989
1.8174000244140625,0.492583203481143,F200W,1.989
1.8184000244140623,0.4941138610503608,F200W,1.989
1.8194000244140625,0.4951667465164198,F200W,1.989
1.8204000244140623,0.49583732385189294,F200W,1.989
1.8214000244140625,0.4973225737836664,F200W,1.989
1.8224000244140623,0.49881074899853695,F200W,1.989
1.8234000244140625,0.4991822962429934,F200W,1.989
1.8244000244140623,0.5015220042611896,F200W,1.989
1.8254000244140625,0.5028034102521788,F200W,1.989
1.8264000244140624,0.5039361069773507,F200W,1.989
1.8274000244140625,0.5046844362168342,F200W,1.989
1.8284000244140624,0.5052242096733232,F200W,1.989
1.8294000244140625,0.5059946743799857,F200W,1.989
1.8304000244140624,0.5075814398194354,F200W,1.989
1.8314000244140625,0.5078400606916378,F200W,1.989
1.8324000244140624,0.5092207598658857,F200W,1.989
1.8334000244140625,0.5097388552739188,F200W,1.989
1.8344000244140624,0.5097793929814711,F200W,1.989
1.8354000244140625,0.5099005273146983,F200W,1.989
1.8364000244140624,0.5113240222608149,F200W,1.989
1.8374000244140625,0.5112974884913392,F200W,1.989
1.8384000244140624,0.5116361105975415,F200W,1.989
1.8394000244140625,0.511530814117768,F200W,1.989
1.8404000244140624,0.5119308809147732,F200W,1.989
1.8414000244140625,0.5113850462236016,F200W,1.989
1.8424000244140624,0.5116798988796223,F200W,1.989
1.8434000244140625,0.511541023495748,F200W,1.989
1.8444000244140624,0.5112658476463271,F200W,1.989
1.8454000244140625,0.5113156035711386,F200W,1.989
1.8464000244140624,0.5102033638903638,F200W,1.989
1.8474000244140625,0.5094691439395036,F200W,1.989
1.8484000244140624,0.5095848191332442,F200W,1.989
1.8494000244140625,0.5084725751701484,F200W,1.989
1.8504000244140624,0.5073972468582169,F200W,1.989
1.8514000244140625,0.5068959141300702,F200W,1.989
1.8524000244140624,0.5067439066517702,F200W,1.989
1.8534000244140625,0.5060974138263192,F200W,1.989
1.8544000244140624,0.5044166988753874,F200W,1.989
1.8554000244140625,0.5039384355055039,F200W,1.989
1.8564000244140624,0.503099022758599,F200W,1.989
1.8574000244140625,0.5035199045431181,F200W,1.989
1.8584000244140624,0.502872895878906,F200W,1.989
1.8594000244140625,0.5022568104312464,F200W,1.989
1.8604000244140624,0.5017530542681563,F200W,1.989
1.8614000244140625,0.5011553702780492,F200W,1.989
1.8624000244140624,0.5004279136348565,F200W,1.989
1.8634000244140625,0.500084262348314,F200W,1.989
1.8644000244140624,0.4993389774776342,F200W,1.989
1.8654000244140625,0.4998430617340808,F200W,1.989
1.8664000244140624,0.5001904128094508,F200W,1.989
1.8674000244140625,0.49986151232714626,F200W,1.989
1.8684000244140624,0.5002715023759159,F200W,1.989
1.8694000244140625,0.5006671131281248,F200W,1.989
1.8704000244140624,0.5014172193773959,F200W,1.989
1.8714000244140625,0.5021221749130157,F200W,1.989
1.8724000244140624,0.5028638806957243,F200W,1.989
1.8734000244140625,0.5037863320703434,F200W,1.989
1.8744000244140624,0.5046020982247299,F200W,1.989
1.8754000244140625,0.5051828093869195,F200W,1.989
1.8764000244140624,0.5063205992806736,F200W,1.989
1.8774000244140625,0.5064184845476754,F200W,1.989
1.8784000244140624,0.506865615268576,F200W,1.989
1.8794000244140625,0.5072307168610158,F200W,1.989
1.8804000244140624,0.5083736216638786,F200W,1.989
1.8814000244140625,0.5089448398907357,F200W,1.989
1.8824000244140624,0.5095272723323312,F200W,1.989
1.8834000244140623,0.5100569186198938,F200W,1.989
1.8844000244140624,0.5109915796890016,F200W,1.989
1.8854000244140623,0.511694836991399,F200W,1.989
1.8864000244140624,0.5124563064013662,F200W,1.989
1.8874000244140623,0.5128595617782636,F200W,1.989
1.8884000244140624,0.5128828780504189,F200W,1.989
1.8894000244140623,0.5139488045429985,F200W,1.989
1.8904000244140624,0.5141704750116893,F200W,1.989
1.8914000244140623,0.5141119280817235,F200W,1.989
1.8924000244140624,0.5137052545790861,F200W,1.989
1.8934000244140623,0.5137119510927193,F200W,1.989
1.8944000244140624,0.514247492283544,F200W,1.989
1.8954000244140623,0.5148093305840034,F200W,1.989
1.8964000244140624,0.5152640328087071,F200W,1.989
1.8974000244140623,0.5155878131382524,F200W,1.989
1.8984000244140624,0.5157675462933434,F200W,1.989
1.8994000244140623,0.5160387144078793,F200W,1.989
1.9004000244140624,0.5159549199039117,F200W,1.989
1.9014000244140623,0.5159555562662543,F200W,1.989
1.9024000244140624,0.5169015673548729,F200W,1.989
1.9034000244140623,0.5169575131174369,F200W,1.989
1.9044000244140624,0.5167704849231323,F200W,1.989
1.9054000244140623,0.5172688879241132,F200W,1.989
1.9064000244140624,0.5172999276493535,F200W,1.989
1.9074000244140623,0.5171429079817568,F200W,1.989
1.9084000244140624,0.5173037735549176,F200W,1.989
1.9094000244140623,0.5173691910985698,F200W,1.989
1.9104000244140624,0.5178463935426575,F200W,1.989
1.9114000244140623,0.5177156830853289,F200W,1.989
1.9124000244140624,0.517971271726791,F200W,1.989
1.9134000244140623,0.5183308235379753,F200W,1.989
1.9144000244140624,0.5192626142632689,F200W,1.989
1.9154000244140623,0.5184752984125364,F200W,1.989
1.9164000244140624,0.5179813772369157,F200W,1.989
1.9174000244140623,0.5182884223053957,F200W,1.989
1.9184000244140624,0.5182739527691718,F200W,1.989
1.9194000244140623,0.5181607426688957,F200W,1.989
1.9204000244140624,0.517413099390402,F200W,1.989
1.9214000244140623,0.5171065881467924,F200W,1.989
1.9224000244140624,0.5178154360057481,F200W,1.989
1.9234000244140623,0.5166657649136863,F200W,1.989
1.9244000244140624,0.5163734634661663,F200W,1.989
1.9254000244140623,0.5159517951130677,F200W,1.989
1.9264000244140624,0.5152507815739436,F200W,1.989
1.9274000244140623,0.5144267502177878,F200W,1.989
1.9284000244140624,0.5135225041899983,F200W,1.989
1.9294000244140623,0.5135090730793168,F200W,1.989
1.9304000244140624,0.513228617161243,F200W,1.989
1.9314000244140623,0.5123519274240192,F200W,1.989
1.9324000244140624,0.5119621983194044,F200W,1.989
1.9334000244140623,0.5112782896329635,F200W,1.989
1.9344000244140624,0.5099775253782456,F200W,1.989
1.9354000244140623,0.5096369054169594,F200W,1.989
1.9364000244140624,0.5089109813326862,F200W,1.989
1.9374000244140623,0.5082101325775151,F200W,1.989
1.9384000244140625,0.5077769703413534,F200W,1.989
1.9394000244140623,0.5073739582017457,F200W,1.989
1.9404000244140625,0.5073388059807813,F200W,1.989
1.9414000244140623,0.507256080273923,F200W,1.989
1.9424000244140625,0.5074377749473279,F200W,1.989
1.9434000244140623,0.5083025360216527,F200W,1.989
1.9444000244140625,0.5087448494471462,F200W,1.989
