filter,wavelength,throughput,lambda_c,speclite_filter,source
g,0.7963000000001127,6.281620743427827e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7964000000001127,6.279049486360127e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7965000000001128,6.276478202912846e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7966000000001128,6.281687678797744e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7967000000001128,6.286897183537874e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7968000000001128,6.292106717116067e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7969000000001129,6.297316279528544e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7970000000001128,6.302525870736403e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7971000000001128,6.306304584154641e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7972000000001128,6.310083153981699e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7973000000001129,6.313861580212669e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7974000000001129,6.317639862829249e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.797500000000113,6.321418001830307e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.797600000000113,6.322602640923914e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7977000000001131,6.323787228318647e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7978000000001131,6.324971764015397e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7979000000001131,6.326156248015062e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7980000000001131,6.327340680310462e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7981000000001132,6.32731176113813e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7982000000001132,6.327282834495324e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7983000000001131,6.327253900395624e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7984000000001131,6.327224958825787e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7985000000001132,6.327196009799389e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7986000000001132,6.327167053316592e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7987000000001132,6.327138089384274e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7988000000001132,6.327109117989195e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7989000000001133,6.327080139151631e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7990000000001133,6.327051152872038e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7991000000001133,6.327278924021321e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7992000000001134,6.327506691513494e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7993000000001134,6.32773445534776e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7994000000001135,6.327962215530042e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7995000000001135,6.328189972056603e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7996000000001134,6.325824111117147e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7997000000001135,6.323458059847849e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7998000000001135,6.321091818251198e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.7999000000001135,6.318725386343113e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8000000000001135,6.316358764125764e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8001000000001136,6.313701000620709e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8002000000001136,6.311043283109061e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8003000000001136,6.308385611604517e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8004000000001136,6.30572798610739e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8005000000001137,6.303070406641031e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8006000000001137,6.303006703122798e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8007000000001137,6.302942993218418e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8008000000001136,6.302879276921478e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8009000000001137,6.30281555423896e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8010000000001137,6.302751825171307e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8011000000001138,6.302825152693022e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8012000000001138,6.302898472728995e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8013000000001139,6.30297178527903e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8014000000001139,6.303045090349614e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8015000000001139,6.303118387948729e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8016000000001139,6.304488631084316e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.801700000000114,6.30585889689743e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.801800000000114,6.307229185400587e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.801900000000114,6.30859949657278e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.802000000000114,6.309969830418324e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.802100000000114,6.310030429423158e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.802200000000114,6.310091020988433e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.802300000000114,6.310151605107288e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.802400000000114,6.310212181792977e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8025000000001141,6.310272751038644e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8026000000001141,6.31033331285084e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8027000000001141,6.310393867236112e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8028000000001141,6.310454414187602e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8029000000001142,6.310514953711861e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8030000000001142,6.310575485816705e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8031000000001143,6.311741166933387e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8032000000001143,6.312906789055814e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8033000000001144,6.31407235217861e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8034000000001144,6.315237856303084e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8035000000001143,6.316403301422386e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8036000000001143,6.316271711831268e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8037000000001144,6.316140117283432e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8038000000001144,6.316008517779358e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8039000000001144,6.315876913319539e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8040000000001144,6.315745303918006e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8041000000001145,6.315748173536553e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8042000000001145,6.315751035701655e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8043000000001145,6.315753890413368e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8044000000001145,6.315756737671739e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8045000000001146,6.315759577486503e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8046000000001146,6.318356152107449e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8047000000001145,6.320952721611004e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8048000000001146,6.323549285975705e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8049000000001146,6.326145845206887e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8050000000001147,6.328742399296566e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8051000000001147,6.331403237600022e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8052000000001147,6.334064123523108e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8053000000001148,6.336725057071064e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8054000000001148,6.33938603822903e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8055000000001148,6.342047066992568e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8056000000001148,6.342114231602476e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8057000000001149,6.342181388863414e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8058000000001149,6.342248538788607e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8059000000001149,6.342315681377879e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8060000000001148,6.342382816624174e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.806100000000115,6.342299072525302e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8062000000001149,6.34221532249977e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8063000000001149,6.342131566554625e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8064000000001149,6.342047804696893e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.806500000000115,6.341964036920224e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.806600000000115,6.341880263224938e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8067000000001151,6.341796483624786e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8068000000001151,6.341712698120095e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8069000000001152,6.341628906711202e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8070000000001152,6.341545109398615e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8071000000001152,6.341612168760622e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8072000000001152,6.341679220820074e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8073000000001153,6.341746265563409e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8074000000001152,6.341813303010541e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8075000000001152,6.341880333147896e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8076000000001152,6.341947355988694e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8077000000001153,6.342014371532767e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8078000000001153,6.342081379773229e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8079000000001153,6.342148380723307e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8080000000001153,6.342215374381369e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8081000000001154,6.341020375231559e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8082000000001154,6.339825328881059e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8083000000001154,6.338630235329182e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8084000000001154,6.337435094588643e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8085000000001155,6.336239906658743e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8086000000001156,6.335044671538805e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8087000000001155,6.333849389248231e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8088000000001155,6.332654059786337e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8089000000001156,6.33145868315914e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8090000000001156,6.33026325936577e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8091000000001156,6.328917328736636e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8092000000001156,6.327571411242721e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8093000000001157,6.32622550688465e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8094000000001157,6.324879615669747e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8095000000001157,6.323533737613533e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8096000000001157,6.323484997840424e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8097000000001158,6.323436251232337e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8098000000001158,6.3233874977962e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8099000000001157,6.323338737532237e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8100000000001157,6.323289970447549e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8101000000001158,6.323395088745791e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8102000000001158,6.323500200413053e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8103000000001158,6.323605305449027e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8104000000001159,6.323710403860106e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8105000000001159,6.323815495636265e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.810600000000116,6.321326151843696e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.810700000000116,6.318836715206231e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.810800000000116,6.316347185744224e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8109000000001161,6.313857563464632e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8110000000001161,6.31136784836615e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8111000000001161,6.307539583396275e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.811200000000116,6.303711234051723e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8113000000001162,6.299882800338536e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8114000000001161,6.296054282269475e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8115000000001161,6.292225679872193e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8116000000001161,6.289694372342093e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8117000000001162,6.287163006666166e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8118000000001162,6.284631582850635e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8119000000001162,6.282100100901739e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8120000000001162,6.279568560827368e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8121000000001163,6.278461868781207e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8122000000001163,6.277355096132572e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8123000000001164,6.27624824289177e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8124000000001164,6.275141309049003e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8125000000001165,6.274034294603993e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8126000000001165,6.263843523459269e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8127000000001164,6.253652119917102e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8128000000001164,6.243460083995845e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8129000000001165,6.233267415700481e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8130000000001165,6.223074115024981e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8131000000001165,6.2034643883092e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8132000000001165,6.183855550829266e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8133000000001166,6.164247602621819e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8134000000001166,6.144640543730236e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8135000000001166,6.125034374218181e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8136000000001166,6.117107916996597e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8137000000001167,6.109181813109139e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8138000000001167,6.101256062569395e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8139000000001166,6.093330665397669e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8140000000001167,6.085405621619103e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8141000000001167,6.0816359291069114e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8142000000001168,6.077866075210015e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8143000000001168,6.074096059938122e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8144000000001168,6.07032588329424e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8145000000001169,6.066555545277448e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8146000000001169,6.0537012498469734e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8147000000001169,6.040846426073817e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8148000000001169,6.0279910739999065e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.814900000000117,6.015135193633703e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.815000000000117,6.002278785015553e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.815100000000117,5.9880781734151156e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8152000000001169,5.973877197447068e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.815300000000117,5.959675857162837e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.815400000000117,5.9454741525937947e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.815500000000117,5.931272083806303e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.815600000000117,5.918367538447109e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8157000000001171,5.9054626614863324e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8158000000001171,5.8925574529615854e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8159000000001172,5.879651912917213e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8160000000001172,5.866746041410312e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8161000000001173,5.8590231725947614e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8162000000001173,5.851300126268948e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8163000000001173,5.843576902457665e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8164000000001173,5.835853501185742e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8165000000001174,5.828129922528573e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8166000000001173,5.84636694322453e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8167000000001173,5.864604360888616e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8168000000001173,5.882842175464817e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8169000000001174,5.901080386910436e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8170000000001174,5.919318995141309e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8171000000001174,5.9193243551519075e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8172000000001174,5.919329709263944e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8173000000001175,5.919335057477478e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8174000000001175,5.919340399785855e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8175000000001175,5.919345736141521e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8176000000001175,5.895985207187545e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8177000000001176,5.8726246302939944e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8178000000001175,5.849264005551212e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8179000000001176,5.825903333016094e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8180000000001176,5.8025426128681455e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8181000000001177,5.8207417858132576e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8182000000001177,5.8389411125291417e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8183000000001177,5.857140592953464e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8184000000001177,5.875340227030535e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8185000000001178,5.8935400146934295e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8186000000001178,5.907845529053736e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8187000000001178,5.9221511626077876e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8188000000001178,5.93645691530852e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8189000000001179,5.9507627871155104e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8190000000001179,5.965068777939764e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8191000000001178,5.966565907382542e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8192000000001178,5.9680631226897356e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8193000000001178,5.969560423870843e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8194000000001179,5.9710578109219576e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.819500000000118,5.972555283844343e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.819600000000118,5.972754417769033e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.819700000000118,5.972953550985861e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8198000000001181,5.973152683501105e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8199000000001181,5.973351815314357e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8200000000001181,5.973550946501854e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8201000000001181,6.004554924146169e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8202000000001181,6.035557213182939e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8203000000001183,6.066557813573083e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8204000000001183,6.097556725270731e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8205000000001182,6.128553948214192e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8206000000001182,6.151759158423112e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8207000000001182,6.17496310124615e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8208000000001182,6.198165776640765e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8209000000001182,6.221367184577752e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8210000000001182,6.244567324970963e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8211000000001184,6.242260432103022e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8212000000001184,6.239953303102578e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8213000000001184,6.237645937962563e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8214000000001184,6.235338336675934e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8215000000001185,6.233030499215078e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8216000000001185,6.219034951303489e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8217000000001184,6.205038082930843e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8218000000001184,6.191039894070462e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8219000000001186,6.177040384682316e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8220000000001186,6.163039554647856e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8221000000001186,6.11117429450512e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8222000000001186,6.059307520050885e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8223000000001186,6.0074392314338196e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8224000000001186,5.955569428822894e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8225000000001186,5.9036981123199084e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8226000000001186,5.834938771923037e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8227000000001188,5.766177427980612e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8228000000001188,5.697414080704333e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8229000000001188,5.628648730292735e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8230000000001187,5.559881377188721e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8231000000001187,5.5896363730668816e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8232000000001187,5.619390051446032e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8233000000001188,5.6491424122729875e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8234000000001188,5.678893455481065e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8235000000001189,5.708643181095461e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.823600000000119,5.776058713397699e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.823700000000119,5.8434712713993674e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.823800000000119,5.9108808549655035e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.823900000000119,5.9782874639542275e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.824000000000119,6.0456910981277086e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.824100000000119,6.071745327252566e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.824200000000119,6.097800228992773e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8243000000001192,6.123855803277144e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8244000000001191,6.149912050054517e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8245000000001191,6.175968969203642e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8246000000001191,6.182543754817752e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8247000000001191,6.189118704773436e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8248000000001191,6.195693819059477e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8249000000001191,6.202269097664656e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8250000000001192,6.208844540535422e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8251000000001193,6.202433397709579e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8252000000001193,6.196022073924017e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8253000000001193,6.189610569199985e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8254000000001194,6.183198883565477e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8255000000001194,6.176787017028334e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8256000000001193,6.170374969616534e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8257000000001193,6.16396274135805e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8258000000001193,6.157550332260733e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8259000000001195,6.15113774235257e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8260000000001195,6.144724971707991e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8261000000001195,6.160328369499107e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8262000000001195,6.175931832706838e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8263000000001195,6.191535361283544e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8264000000001195,6.20713895518154e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8265000000001195,6.222742614327327e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8266000000001195,6.227953425200499e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8267000000001197,6.233164253327791e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8268000000001197,6.23837509868662e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8269000000001197,6.243585961267808e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8270000000001196,6.248796840971636e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8271000000001197,6.217619595135869e-05,0.48462182599479564,lsst2023-g,lsst2023
g,0.8272000000001197,6.18644232480951e-05,0.48462182599479564,lsst2023-g,lsst2023
